year_month,Rate,Rate_scaled,Predicted_Rate_scaled,Predicted_Rate
2023-10,5.33,1.0000000000000002,1.0000000000000002,5.330000000000001
2023-11,5.33,1.0000000000000002,1.0000000000000002,5.330000000000001
2023-12,5.33,1.0000000000000002,1.0000000000000002,5.330000000000001
2024-01,5.33,1.0000000000000002,1.0000000000000002,5.330000000000001
2024-02,5.33,1.0000000000000002,1.0000000000000002,5.330000000000001
2024-03,5.33,1.0000000000000002,1.0000000000000002,5.330000000000001
2024-04,5.33,1.0000000000000002,1.0000000000000002,5.330000000000001
2024-05,5.33,1.0000000000000002,1.0000000000000002,5.330000000000001
2024-06,5.33,1.0000000000000002,1.0000000000000002,5.330000000000001
2024-07,5.33,1.0000000000000002,1.0000000000000002,5.330000000000001
2024-08,5.33,1.0000000000000002,0.9943196488510201,5.300000000000001
2024-09,5.13,0.9621309923401326,0.9697047938721064,5.170000000000002
2024-10,4.83,0.9053274808503313,0.9086559673130674,4.847578947368423
2024-11,4.645789473684211,0.8704481316899272,0.8797801371489657,4.695075187969924
2024-12,4.484761904761905,0.839958360485084,0.847451488692469,4.524335839598999
2024-12,,,,4.524335839598999,0.834839902929244,0.848209844537829,4.512946587345486
2025-01,,,,4.524335839598999
2025-02,,,,4.524335839598999
