RegionID,SizeRank,RegionName,RegionType,StateName,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024,3/31/2024,4/30/2024,5/31/2024,6/30/2024,7/31/2024,8/31/2024,9/30/2024,10/31/2024,11/30/2024,12/31/2024
394327,139,"Anchorage, AK",msa,AK,298332,308298,316383,321350,319717,316633,315000,315000,313333,311333,309158,312292,320375,327550,332900,331817,333450,331600,331267,329600,330300,330600,330467,331433,331133,332967,334000,337167,338500,342133,345933,347933,343267,336633,334633,339667,352500,364500,371167,370000,365000,361667,361500,361167,361167,356333,353333,360967,377300,396967,402666,403000,399666,402982,402982,403282,399633,398600,395300,392267,392967,402933,412383,414383,410900,408150,409817,410000,406500,402833,399333,405833,414483,430152,438819,443502,441333,441000,438000,434667,429817,428150
394580,407,"Fairbanks, AK",msa,AK,221183,229100,236467,245533,247200,249833,248567,245233,241433,239283,237617,236383,233717,233650,235350,240167,245233,248267,245633,242300,238717,238717,238717,238700,242667,246000,249583,251250,251283,253267,251600,246600,235783,229117,227450,236117,242783,,261600,267967,264633,269633,266633,263317,254967,253033,255950,264267,284533,308267,326633,329967,326833,326833,325983,325800,322433,323283,321600,321617,327417,335750,340767,334933,326300,316300,313500,312167,315467,316600,318167,323167,324200,330933,337600,345083,343450,331783,323267,321600,328267,331600
394730,802,"Juneau, AK",msa,AK,386817,380983,378567,379317,388817,395633,400967,410000,410000,412667,417300,427300,431300,422467,419917,417233,420067,419315,420165,418165,414800,416600,420250,425617,425817,425583,436917,439217,439133,429800,427591,426424,424574,429283,435417,448083,447933,451267,435367,434383,431050,455433,478083,486450,481450,466950,478283,474150,470833,496167,533667,566483,538117,514450,494300,492333,485083,480417,477250,478150,482817,496317,517967,532133,537100,529550,535683,529800,520683,500050,485300,488500,510833,548167,555000,553333,545833,560833,560833,563333,544167,529167
394743,936,"Ketchikan, AK",msa,AK,324500,327833,333000,344500,358167,368167,369667,366000,366000,359483,352483,345483,345667,349483,352150,358567,361083,356483,346233,338067,331667,332000,337833,349500,352667,349167,346133,342967,346133,349167,357333,364000,366000,367667,367667,374333,392667,412667,407333,391667,381667,396167,412167,420833,435667,437333,445667,449833,464833,459500,422500,394000,390000,428833,447667,456167,447500,452833,452000,440667,438500,448333,462667,459167,444000,423833,415500,411833,423833,436833,448833,444000,441667,441000,459667,455167,462167,453833,457333,453000,452667,454500
394388,51,"Birmingham, AL",msa,AL,209267,218967,225633,229600,229900,229267,227600,223967,220967,219300,219633,224933,231633,241300,246300,249600,249900,249100,248800,248800,249600,249900,249688,249721,249754,250000,253300,258267,261167,259917,254917,250317,243267,238300,239167,244133,251933,257600,263867,264367,262833,259600,259633,261483,258467,255133,249950,249967,251600,258300,266633,274983,276650,276980,276497,274797,271932,267398,264432,263633,265300,271300,276267,281300,283300,285633,285633,285633,284967,283267,279900,276600,276633,281709,290009,296643,299833,299533,299467,296900,293867,287157
394698,114,"Huntsville, AL",msa,AL,231600,236822,242122,245822,247133,248467,249800,249967,250000,251650,252908,255408,255223,257264,258108,260593,262293,264989,267078,268411,269004,269600,269900,271600,273522,276158,279108,280519,280917,281617,281883,280550,,279177,280811,,,298250,298280,295330,298963,298967,304967,310845,318745,321645,324046,329480,334880,343267,346600,353267,354267,357600,357633,360000,356667,353333,349967,348300,348267,348300,353300,359967,364933,365956,362323,359023,354667,351633,349633,349633,353000,358333,366633,371633,371600,368300,366300,364633,361300,354967
394870,127,"Mobile, AL",msa,AL,155745,160645,163167,164925,164992,163358,161600,159933,161381,161381,161048,159250,160950,162983,165450,166550,171167,175133,178700,177817,176461,174428,172328,172567,174600,177933,182633,187933,193004,196638,198328,199693,199393,197939,197869,197869,199000,199300,199300,199632,199704,198446,196748,195008,193341,193358,192691,194950,196707,204073,211573,216500,218167,219967,223267,223267,223133,223167,223167,221410,221410,227743,233000,236333,236633,238200,239833,239367,237800,237586,236386,236353,235100,238467,243467,247967,247842,247542,247542,249300,249633,249966
394875,143,"Montgomery, AL",msa,AL,172136,176283,180600,184283,185277,185826,185176,185482,183722,182377,180710,181922,186100,193133,198167,199650,198483,195150,194167,193000,192333,190633,189267,191167,194500,200867,207617,210950,211250,206567,203233,197233,192267,185217,181217,181033,187117,196150,204633,205633,201717,198416,196750,193333,186633,179967,174633,173000,176233,183400,190883,198067,206200,208717,209967,204967,202967,199300,201000,203000,209650,216317,221317,221633,221633,221633,223300,221600,222267,218967,218967,218300,224967,235000,244966,249933,249600,246267,242300,235967,232600,228267
395171,188,"Tuscaloosa, AL",msa,AL,191567,194900,198233,199900,204767,205297,208630,205359,207872,206405,205042,205333,206799,214233,219233,222600,222367,224033,227333,229600,227966,224633,219933,221600,228267,236035,237668,237702,239267,240933,240900,238233,238267,238267,239933,239933,242967,246300,249199,249533,249533,248300,248267,247450,245750,240783,234717,231400,237483,,,273250,273250,271617,272117,272150,268483,264667,257967,257100,262067,269067,276933,276967,276633,269933,264233,262900,266067,271400,272765,272932,274948,278250,282517,287500,292500,293233,290233,286867,283233,279567
394519,203,"Daphne, AL",msa,AL,298333,301000,302667,308000,312333,316483,314817,311637,309487,311120,310909,309243,309243,313300,317967,319333,320967,322183,325817,328517,332633,335167,333885,335218,336035,339609,339593,339068,338942,337625,339650,337150,335317,332822,332122,338922,343017,,364750,374833,376649,378283,381449,387633,392500,394500,396133,397900,399567,399933,413300,429967,441633,444667,441000,439000,431000,426333,423333,420000,416667,420000,428300,434967,434933,434950,444950,446650,448000,439133,435800,434433,434933,443267,449633,456333,459083,458750,458417,455500,452833,449800
394351,253,"Auburn, AL",msa,AL,269500,274400,277720,283053,283120,281600,279900,279900,281800,283833,287150,287150,290116,293000,296100,296133,294552,293048,291348,290063,289900,292267,292267,292267,291729,295063,301429,304600,308800,308217,308355,308189,308772,311958,311958,315258,316500,315833,314500,318267,321533,324217,320650,323260,324677,328187,333127,335840,342564,348247,354800,356529,358040,362707,365477,360800,358200,356733,363400,365666,374333,379333,385633,389267,390933,391633,390333,391000,391667,390650,383950,378617,380933,389233,397233,398267,395967,394633,391633,394583,394850,393850
394523,276,"Decatur, AL",msa,AL,171508,173233,176500,179514,179514,179506,179826,179857,181598,183264,183233,181567,181567,181567,184900,187606,191422,193022,195317,193500,191900,186933,189544,190878,195544,198409,199775,201659,200850,203934,205533,211233,215133,213650,207950,206633,211600,222033,233667,240033,243800,243650,243950,246450,248440,251807,251773,251617,249617,246317,244667,246667,250000,253300,263267,269600,274633,272967,274967,274967,276600,281600,291583,297049,296716,290811,287822,286155,283578,281211,274844,273233,274855,284889,291667,293000,292950,294572,294572,294255,292633,292950
394598,292,"Florence, AL",msa,AL,168600,174258,179500,182833,179533,175933,174267,175100,176467,176067,174533,172833,171950,173983,177433,182067,185700,186583,187933,184600,182933,178567,177250,177250,180283,184933,191467,201466,204816,204950,196617,191933,188600,188567,191433,191433,189767,188233,186567,188233,184328,185695,182062,180900,176200,171833,170233,168600,171633,175967,186950,200283,212617,214933,216433,216433,219633,219467,223800,228933,232567,231567,239900,248583,261917,265250,266567,261433,261133,262800,264617,266617,267817,272833,274167,276833,278167,276833,274642,271608,269908,269900
394537,293,"Dothan, AL",msa,AL,154383,155967,155833,155767,155433,155367,156350,155167,155367,155783,157967,161333,166667,171633,174117,174083,173950,173967,173967,174100,175517,176717,178383,178633,179100,179100,180900,180667,182333,186783,189717,190317,184867,182167,178267,177300,177300,181783,186083,184433,183200,183883,188867,190583,186583,182117,178817,182167,194333,210667,220567,222733,221367,224767,223267,219950,208283,202867,197217,202217,208450,212833,213867,209717,206000,209767,211433,211433,206633,203300,203266,199950,203283,209950,218300,226633,229967,233267,231600,229933,227967,226300
394333,357,"Anniston, AL",msa,AL,124267,124900,126567,128233,129917,128283,126650,126633,128267,129400,126067,122750,122450,127450,136550,142050,145383,146267,148233,146567,141567,138233,138233,140900,144233,146767,149100,150767,153233,154900,154900,153233,154900,154900,153900,153900,155567,163250,169917,178250,184900,188233,189933,191633,191667,191633,184967,179967,175000,176633,181467,186433,193100,196567,198233,196583,194933,194867,193967,193950,194050,196600,198267,199900,203233,207407,207407,204074,199900,199900,199900,199933,199933,198283,198283,199817,206467,208967,209100,205767,206567,204900
394620,383,"Gadsden, AL",msa,AL,152383,152350,151125,149900,149900,151433,154767,158100,159900,159900,158417,157583,157283,160433,164600,168233,170900,170900,168933,167933,167933,169900,169900,169600,172867,176200,179683,179783,179783,179933,176567,173233,169900,169900,169900,169900,174833,178167,184533,189600,,216567,219933,209783,199483,189783,188300,189967,191167,192800,198133,211950,220133,221800,221480,222480,224130,224133,225133,226783,231450,234633,232983,228317,226483,228133,228133,226633,226417,227983,228900,235050,238483,242317,236400,238067,238283,244933,245267,243633,238666,238316
394311,406,"Albertville, AL",msa,AL,169000,173933,178233,183200,186267,186717,188667,189833,200417,203833,206300,201933,204917,211283,219800,224650,226650,228133,230633,230633,230633,228133,228100,228200,228333,230000,229900,229933,231617,231650,231617,234967,238267,238267,228267,223800,222167,230167,241300,256267,264083,264117,257450,253267,253233,254917,259783,265150,276650,281567,286200,286350,284933,283283,283283,288117,293800,298833,303816,308116,316417,317267,312267,300783,301767,307467,318283,325450,327098,327465,323648,322817,322817,318633,319483,314817,317333,317667,319233,321567,319033,319450
394511,424,"Cullman, AL",msa,AL,215350,217050,216617,214450,211083,212750,212267,208933,202933,196933,193600,194600,196567,203233,205214,205214,200247,194967,192333,193967,197267,200917,200917,203734,207751,214784,218667,221967,221600,218233,221167,224500,231167,226433,224800,218150,215983,215967,225950,233283,234967,238266,246266,258966,264017,260683,254617,252633,259600,259617,267250,270033,283350,289350,296567,299900,297900,296233,287083,282417,282450,291300,297967,301159,296492,289826,279967,273297,266630,259963,258967,264817,276300,288700,296183,299700,299967,302483,302150,302117,299300,296283
395145,443,"Talladega, AL",msa,AL,159750,161600,164783,171950,175133,175133,170500,166233,163200,160533,159633,160567,162900,166367,178367,182500,187167,177567,176233,172567,173567,171933,170933,168300,166633,166633,168267,174767,181433,187433,189833,187533,186533,181267,178600,173450,172827,176160,184677,193233,206567,213733,213800,203800,194933,191600,189917,192950,191317,191300,191300,189300,189333,190667,203667,213093,211227,205193,199067,199318,198778,197283,197865,198105,202885,202918,202918,202133,202133,209133,211633,222600,225767,230633,232583,232750,232517,227933,229600,227000,225667,220633
786258,483,"Fort Payne, AL",msa,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192717,199083,195900,203133,208467,216483,217833,219167,217667,210833,204333,212500,224333,237000,245333,248800,255300,251967,252000,253817,259117,260783,258267,261633,268300,276817,274817,276317,290250,308750,321250,312833,303667,297667,295333,292967,292967,296117,299383,298050,297233,294817,296150,296817,294300,292967
845163,508,"Jasper, AL",msa,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124933,123233,128233,145750,169950,191617,186883,179350,160200,154783,152150,157633,175267,201917,217283,223150,209650,217800,216967,206483,241500,284817,313817,282300,240650,234950,234950,243250,255250,252750,252750,247450,249933,249700,246333,241333,232750,234450,242783,248267,249900,246567,249900,248233,246683,246683
394571,585,"Enterprise, AL",msa,AL,170096,170146,171229,172875,172875,174133,175717,179883,181500,181000,179967,179267,179733,179900,178267,175967,173667,171983,172150,171900,171883,172383,173300,173233,172233,170533,175467,184133,187000,191500,191500,188650,,169467,170150,173817,177333,178333,179667,181667,188333,194250,195917,190917,189167,189165,189982,187482,185783,197467,208967,226333,240500,244833,246750,245083,250400,249150,243983,239500,237833,242133,247133,250800,245300,239400,230033,226400,223967,216317,204650,196283,196600,208267,224633,243000,246333,241667,231667,228859,223842,223842
395073,587,"Scottsboro, AL",msa,AL,172633,178617,185283,192250,193233,193233,188250,184917,183283,179933,178267,173233,174900,174900,177083,177083,178750,179900,183200,188233,194900,198267,191933,185267,182767,190750,202450,206950,206933,215083,225533,232900,224717,211550,202800,201150,200233,198283,208267,214933,231600,238267,246583,245766,245466,248483,255983,253072,264989,253339,236550,216633,217950,224467,225433,232433,238950,241317,234333,237967,247967,254933,257117,255425,258758,256608,256300,256300,269600,283233,293213,296546,293213,293233,286267,286267,286300,291600,293267,292933,291267,289600
786250,595,"Alexander City, AL",msa,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171567,179750,197267,210633,239150,253300,261600,246267,232117,219608,215608,225792,238000,245667,259667,276650,306617,309617,307133,296667,292667,291667,286167,278833,275000,277633,287633,294783,312150,330483,347333,345000,344983,344800,362967,369567,369750,376250,402667,425833,428500,432133,439798,451465,426482,400650
753911,608,"Ozark, AL",msa,AL,118217,122550,127550,130800,132750,129833,124967,120217,118388,117080,115823,117218,119559,123711,130028,134328,136600,133600,131600,129600,129600,129133,128467,130467,134267,140417,141783,141817,137000,137000,137000,141667,144483,149150,150816,147966,143300,143133,147667,151000,152833,151083,150833,146667,147917,149467,151783,146117,141483,143667,153667,162000,168333,172333,170667,162833,166500,176833,189333,186300,177100,169400,169767,178967,190150,193467,186450,176600,169950,166633,163167,158000,157967,159800,165450,163817,163817,173300,182467,189133,188317,194150
395083,707,"Selma, AL",msa,AL,102717,96467,90133,91333,91333,91133,89783,91450,93133,94983,96650,100000,103500,106500,107833,107667,107667,104567,105400,104400,103833,100500,97667,97083,95083,95917,95917,98417,98383,99600,101233,104267,108633,107733,102233,96233,98833,,111733,109300,105650,101900,99667,99833,102150,97150,84283,76933,84600,93633,100667,103483,103817,99817,89333,83000,80000,80000,83833,88833,86167,87583,82000,85500,84000,85417,85250,83500,84667,86833,86333,86333,83667,80467,77800,80883,93083,101250,98833,88333,84167,85917
786251,741,"Atmore, AL",msa,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163517,146850,144900,150600,152467,150800,151467,159633,166300,166300,164717,155417,158900,157117,164450,170967,181000,184500,178133,172800,167966,166333,165666,167166,175750,180050,186850,186567,188267,186633,184333,184000,183167,187133,186133,190300,190333,194833,194817,193133,194967,207150,224333,231667,222833,208333
395165,788,"Troy, AL",msa,AL,154133,154217,152683,150950,151283,152150,153083,151817,149650,145450,143700,144700,153050,159450,164350,163667,163867,160967,158333,155000,153167,151167,149167,149083,149417,150417,153967,156967,162933,160467,157433,150767,146600,144967,145000,153300,162950,171283,175983,174483,180817,187800,199467,197800,197483,194333,195000,193000,187967,185967,185300,193667,195817,201150,202650,201833,191167,183000,179500,180667,182000,191333,206000,218333,218633,211100,201433,198633,195333,199667,206667,216650,221617,226617,233717,241833,249983,255900,261317,264500,261500,254667
786256,842,"Eufaula, AL",msa,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136367,143817,167083,189583,218500,227000,233667,232417,243750,252750,254167,236300,214217,201050,197417,204667,198817,193983,182450,185867,196700,199067,193167,177333,176500,176467,186450,198283,223317,241667,255000,259000,263000,261317,261317,257283,253633,249300,249000,249167,246167,245500,244000,242000,238833,240250
394798,81,"Little Rock, AR",msa,AR,183267,185933,187300,188633,188167,186800,185467,185633,185750,186583,185917,186333,187467,190767,195233,198233,199600,198617,196983,195650,195667,195333,193667,193000,195000,198333,201667,203333,205000,204967,206300,209633,211333,211333,,200633,200933,208233,213267,213300,215000,215000,216667,213667,213667,213633,213467,214300,217667,225167,232633,239117,243117,244817,244500,242833,241167,240000,238333,235000,234733,238067,244700,248267,253233,253267,253300,249667,249667,249667,250333,253667,259333,267333,272333,273083,271083,269383,267967,266300,263000,259667
394590,108,"Fayetteville, AR",msa,AR,249933,251633,257567,264133,267673,265107,262610,260403,260403,259667,257483,258450,260658,267175,271208,275000,276000,274333,271917,270250,268583,265000,262300,263267,266600,268533,274233,280233,284333,284308,281475,277808,271000,266167,266632,270132,273465,279000,286600,294600,302266,306966,310633,314897,,324264,329333,337667,346000,351667,358333,364983,369983,371650,378333,384400,389067,387400,386333,388333,393000,404333,414333,423000,420000,415000,411667,413333,410000,404967,399933,403250,409950,418317,425000,426667,427667,427633,427633,423300,416000,409998
394609,196,"Fort Smith, AR",msa,AR,149467,149767,149900,151567,151600,152967,152633,152633,151267,149800,149767,150783,152617,155633,157958,161258,163242,163233,161267,158300,158167,158000,159000,159133,161300,164867,169613,172947,174713,177917,179550,181183,179900,176600,177017,178050,179683,180967,183883,189250,192583,191967,191300,192717,195750,197750,197667,197967,199617,199917,206117,214467,224500,226633,226633,224967,223333,220000,218333,220000,223333,226667,233333,241633,247300,248933,248967,249967,249967,248450,245117,240150,236667,239967,246633,253300,256967,258783,260117,261483,264483,266483
394728,323,"Jonesboro, AR",msa,AR,177033,177633,175550,174383,174550,175167,176300,175800,175600,177933,182267,187300,188967,190933,193242,195942,197975,197300,194300,190600,188967,185933,183267,179917,183250,187250,192233,192233,194600,194966,198300,198300,196267,192933,191567,197417,200750,199083,196567,196567,199900,199900,198567,198567,198267,206200,210400,212200,211600,214067,219233,221767,223467,225133,228967,228933,227267,223233,221567,226267,232950,242950,248250,254417,257750,257783,252433,244133,239450,231983,230283,228267,233233,234933,236600,236300,236267,234617,234917,236583,241433,241433
394689,392,"Hot Springs, AR",msa,AR,210783,217967,222633,222333,220667,215667,214000,207633,204300,199467,196150,194083,193417,201933,212633,221800,226300,227483,227450,225433,224250,226283,227633,227667,228633,229600,232933,233300,236500,238133,239767,246267,254467,260833,257817,255983,252983,256150,252983,259633,269783,286283,294600,297633,296800,294650,286817,286983,283833,287000,287667,294633,299633,296467,296167,294500,297667,294333,289000,282633,278967,282600,289267,296267,299633,304417,316917,333583,342150,338317,327983,323000,324667,331333,334667,337967,338050,334717,329750,326633,326633,326600
394980,421,"Pine Bluff, AR",msa,AR,104217,106883,106633,111300,111317,111317,109983,109667,108833,105467,100633,99767,106133,111550,113233,106867,101583,99600,99300,99167,97833,94800,95300,96966,102300,105283,108617,109983,109967,107967,104300,101667,101983,104617,105767,108117,115483,123150,129150,131150,131667,132083,130083,130083,128000,128333,130000,135000,138333,141667,144967,148300,149967,149667,149650,149617,148283,144967,140000,135000,132667,133333,133333,134000,133333,135000,135000,134733,134733,134567,134833,136333,138167,142833,142500,142500,141166,144000,147167,147150,146150,143317
395042,435,"Russellville, AR",msa,AR,141567,148383,153417,156133,158983,162133,164467,163300,161783,160083,156267,154617,152650,156217,155567,154200,150933,155850,161550,166550,163967,162783,160800,160767,162783,168100,173100,173233,172417,172450,174150,175000,175000,176633,174933,171600,168267,169300,167633,167667,168317,174150,177450,179033,178517,177883,177950,180967,184933,190633,195600,202300,205967,206000,205667,204667,206150,202117,198783,196967,197967,199633,203383,210900,221700,231033,236550,237417,237967,241600,243267,243267,243117,244183,245867,241050,239967,236633,241300,244317,249300,249300
395077,461,"Searcy, AR",msa,AR,139017,140283,142867,146200,150267,153267,154950,153267,149617,145267,141933,142267,144617,147967,152300,153617,155300,154633,155333,154667,152633,149967,147300,147333,148300,149950,153250,155100,157267,157967,161150,161333,163967,163967,163300,154900,156213,156963,160563,158400,164283,167433,166617,163300,160133,159450,156467,157883,161900,171942,182042,187000,184958,179958,178333,181483,186983,191983,192650,193325,196292,199975,202117,210733,213233,222833,229067,235700,235700,229550,229550,228783,228767,228550,233033,231967,232183,228883,227783,225817,224150,221333
394366,571,"Batesville, AR",msa,AR,155933,153233,153233,153233,151583,146617,149950,154933,161233,160433,157100,152433,149900,149900,152267,155633,162000,164633,169633,169283,170800,167467,168117,169133,170767,170133,165967,165817,166150,169483,165833,162833,159467,159933,154933,147883,139583,136250,134833,136467,139533,144667,144533,143133,145233,150367,155033,152933,151267,154933,159967,165000,168233,168200,168200,166600,168283,168533,166733,165083,164800,163267,164125,165575,170608,174583,178000,176300,173550,170383,173583,176400,176067,176233,184633,193967,199217,195717,193217,194300,196150,197233
394961,647,"Paragould, AR",msa,AR,142017,146500,147533,147283,148950,153583,157233,158900,159900,158233,156233,156233,155917,157917,158850,162500,162350,158100,153100,152600,158267,161600,162250,163233,166567,169167,170833,174167,176567,176600,169950,164950,166350,171667,173333,167750,162417,160750,159900,158683,157017,153717,149533,149550,156183,164917,176267,182867,190400,194033,190767,189933,185933,187633,187300,184650,182950,181583,181417,184783,189783,199950,204917,207917,209567,214583,218250,212950,206117,197233,196400,196550,198467,199600,201300,201633,201483,204817,209117,214633,221300,222000
394667,658,"Harrison, AR",msa,AR,151608,149667,150183,151850,152183,151650,149983,149650,148250,145317,143150,144533,147433,152933,157883,162917,166550,167300,170300,171667,174083,172717,171367,169917,169917,169933,169783,169783,175200,178950,182950,184167,187233,189900,193267,196283,199617,199617,207800,217500,230500,233467,233467,236800,242633,249300,249600,249633,258300,266667,278333,285000,291667,296167,296133,291950,289083,288250,290517,290517,286383,283267,281633,284783,288117,291417,294900,296567,298233,294900,295600,294267,296267,296933,304117,305483,298817,286300,283467,290133,292333,289817
394891,686,"Mountain Home, AR",msa,AR,156933,158583,160283,166600,170933,174567,177900,180267,184800,183133,183133,179933,179933,179900,178100,177067,177067,177200,176600,176600,178267,178267,178267,178267,184250,187583,190917,189900,192808,195742,196658,196783,195550,195092,190592,185258,179267,180733,184367,193017,196217,205900,214483,221217,220200,211850,205250,199950,199933,206617,218250,224933,224916,224283,229300,230967,226133,221100,219433,219900,219900,219900,219900,225583,235283,245283,250967,251267,247933,246267,246267,249600,249600,247967,247967,251600,257417,264083,265417,264567,264567,268267
394397,689,"Blytheville, AR",msa,AR,95900,92900,91917,90583,92917,99267,107300,114333,117667,119000,119333,118000,116667,115000,115000,113467,113117,110083,107283,103467,105667,108667,107833,102983,97450,94100,88117,84633,82450,84417,86400,88567,89900,90933,90933,90933,95733,102400,109067,102017,97383,97083,105000,109667,106650,106317,107983,112833,116167,117833,118000,116667,115000,117483,120817,125650,129833,134800,138283,136600,134267,137583,145083,146350,142200,138717,141483,145667,148300,149933,143233,139083,136083,136083,133567,136583,143250,146617,143282,143282,148282,154933
394560,706,"El Dorado, AR",msa,AR,113567,120617,120300,125600,132133,141633,146167,150633,150717,149217,148000,148833,151467,151700,153283,152150,152000,152000,157550,163483,163483,158767,154300,151800,146133,136500,131667,137483,150817,169117,178267,186600,190717,192900,190400,183817,183100,183233,184533,181433,178800,173000,173333,171633,175267,172267,169300,169167,171833,178167,180417,182083,182000,182833,187667,190417,180800,170967,166633,170483,170483,162150,156667,155650,160617,167283,178300,180483,174217,162383,165067,182967,196133,212967,222967,235133,235033,228367,225017,224350,227467,228883
753902,789,"Malvern, AR",msa,AR,143767,148767,147898,145231,146748,150150,149650,149800,147117,146267,140200,132550,129800,130717,144050,152817,159667,163000,169667,172967,170767,167100,167300,177833,188167,199333,199667,198825,198158,198492,197633,200042,194675,178025,154783,151450,160633,172433,167450,168617,171950,176783,169600,167967,169783,174933,191600,195633,199667,188000,189000,193000,196000,199000,199300,194633,189967,181583,179733,178033,175033,180217,203550,221633,227467,210800,200800,193300,192900,192567,195567,199300,202133,202467,202467,211633,222967,229650,229650,227983,227417,222417
786260,829,"Hope, AR",msa,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152883,138133,133067,128400,125900,130167,139583,145383,142883,138300,138733,139983,144983,146250,146667,145583,143750,145000,145917,142083,135500,128000,136000,141317,145483,138150,133167,129083,127417,127383,141633,157450,170817,172450,168300,173300,177466,172467,159133,145000,148333,141500,135500,127167,129000,128317
394435,839,"Camden, AR",msa,AR,90150,88500,87800,88467,89133,93467,96133,101050,103417,106750,110333,111300,110783,109433,110617,112283,111933,112450,111528,111493,109809,106081,102717,99233,98900,102300,107467,112467,115800,114467,119800,122667,130667,126167,116500,,99467,99617,111317,125817,132983,126483,118983,121000,125800,129200,129033,128383,127717,129367,130017,140583,151600,161300,161300,159300,159467,159333,159667,161500,161633,161633,162600,164467,164467,165133,166600,169900,169500,162833,159200,154633,157967,158267,156600,149633,144000,141917,144333,148333,153750,156667
394601,876,"Forrest City, AR",msa,AR,95833,96042,95833,96250,96667,94250,93833,92167,94333,93483,94317,93300,92317,92900,93750,98417,100317,105317,104967,107483,105483,106333,104317,99650,95233,90550,90550,93267,,109125,109158,103342,101650,105650,107150,104417,96750,93583,103833,103817,98317,88967,97467,109300,119483,121167,122333,116333,112833,109967,112633,114600,116633,119933,123267,119600,113800,103833,104167,111333,123000,127167,124983,123317,126233,125400,125367,121583,122433,124967,128333,139167,147333,153667,155000,143150,134483,122817,119000,120083,122083,127733
394818,883,"Magnolia, AR",msa,AR,152333,152333,155917,158750,157000,154500,152733,152983,154567,162167,170333,177667,175667,173333,171000,168817,158117,156267,157783,166150,164000,160000,161333,156233,152967,144933,151700,156300,161583,162750,168083,172833,175000,174167,172467,169133,164300,154333,145150,142233,140550,138033,139267,145117,156483,160500,179633,181633,198267,201617,210767,212300,200650,191500,184000,184833,193167,197250,196417,191383,179950,176600,183117,195467,208817,218833,221467,226133,221267,214300,204600,199467,199467,199467,199367,200517,202883,212150,219667,227983,229633,231950
394337,896,"Arkadelphia, AR",msa,AR,129854,130187,131821,130750,131667,129833,128917,125876,129176,134342,139450,139746,136912,136858,137412,142454,145025,146292,145250,146039,145855,143939,140550,138950,139833,143267,146633,150000,150000,147317,145483,146617,148292,147833,143858,143158,144283,145458,145500,146083,147417,151325,154408,156408,160758,167150,171966,164317,152725,,144792,152271,162246,160046,162746,170929,174920,172108,165124,165125,165125,166258,167925,174925,181958,188167,191500,195000,188833,184983,181117,182783,183283,187400,193817,198800,199683,199567,203767,204560,206885,206018
394676,927,"Helena, AR",msa,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78833,66833,61333,62400,63567,62300,64150,64150,62083,60250,65083,74250,79000,78333,75667,68967,64783,60767,59133,54317,50333,52833,66800,79100,86250,79583,84283,88300,94150,92150,106783,124267,139900,138100,126467,113317,101783,100117,103300,113000,122333,124667,121333,108417,116900,120533,133267,132617,144317,148833,146333,133167,127833,125167
394976,11,"Phoenix, AZ",msa,AZ,321600,326267,327967,328617,327250,323950,321633,320533,320500,322167,323300,326333,327967,331300,334633,337667,338300,337700,338033,339067,343000,346300,349633,353267,356267,356267,352967,353333,358333,365000,370000,373333,375000,376667,381333,388000,394633,403300,413967,,437000,444633,448300,453300,459667,465317,470850,476183,485848,498315,511648,521333,521333,512667,,,479933,471633,468000,470333,478333,488633,501300,511633,520000,523167,524833,525833,526000,524300,523300,523300,525083,528417,529917,529833,524500,518000,514333,514333,516000,512667
395167,54,"Tucson, AZ",msa,AZ,248633,252633,254333,255667,254633,252967,254933,256300,260267,261967,263967,266000,267333,270633,272967,273267,271633,269933,269942,269942,271608,273300,274967,276500,278167,278500,280167,283498,288812,293646,295314,294667,293333,294667,298000,301333,306667,315000,324000,329000,332333,336667,342800,346133,346133,346633,346633,349967,356633,367967,377967,383000,384667,381333,376333,371000,367667,364000,363000,366150,374816,385817,394333,399000,398167,396500,396500,397667,399300,399300,399633,402667,405983,409283,409617,406633,401667,397667,396000,397333,396333,394667
